speed,mileage,lastMaintenanceDaysAgo,previous_delay,congestion,occupancyPercentage,delay_minutes,maintenance_status
112,22336,183,27,1,24,8,Minor Issue
71,87475,185,50,2,86,46,Critical
114,37412,71,18,8,41,27,Healthy
47,92212,86,56,8,47,66,Minor Issue
111,85379,154,15,6,41,17,Critical
84,55591,140,10,3,48,17,Minor Issue
98,71750,71,41,2,62,30,Healthy
43,45454,46,7,6,61,29,Healthy
106,72672,47,32,1,79,16,Minor Issue
68,37228,79,9,6,96,32,Healthy
68,24429,166,17,9,90,45,Healthy
67,94294,149,34,7,93,56,Minor Issue
116,77808,142,42,9,87,50,Critical
118,92886,130,49,2,78,38,Minor Issue
83,63015,127,2,5,25,8,Critical
43,98074,109,39,9,92,58,Critical
48,78936,119,26,7,47,36,Minor Issue
44,90907,198,58,9,96,69,Critical
95,67378,101,27,6,50,31,Minor Issue
89,47310,161,45,7,58,55,Healthy
114,93683,6,5,5,69,18,Minor Issue
54,78827,126,46,6,97,59,Critical
71,45256,103,13,1,56,9,Healthy
67,86428,37,6,1,91,15,Minor Issue
61,48889,142,9,2,34,10,Minor Issue
56,61428,37,14,4,70,19,Healthy
98,47207,8,30,9,89,53,Healthy
110,60255,77,28,7,42,41,Healthy
96,15409,141,41,6,44,43,Healthy
65,52438,40,53,1,65,39,Healthy
64,17869,107,16,5,42,31,Healthy
49,66862,92,58,4,29,45,Healthy
84,97937,186,50,5,92,44,Critical
50,35958,18,28,9,96,54,Healthy
116,86302,57,48,3,51,41,Minor Issue
92,29768,83,43,4,70,39,Healthy
111,36145,166,14,8,60,34,Healthy
107,85622,32,25,3,84,23,Healthy
67,36442,194,11,3,84,20,Minor Issue
114,91948,25,24,9,59,37,Healthy
104,35596,186,40,5,37,37,Minor Issue
88,85791,33,4,1,55,6,Healthy
86,52406,88,3,7,50,15,Minor Issue
91,50524,194,43,7,73,40,Critical
93,33332,158,47,6,82,39,Healthy
99,25764,104,40,6,20,44,Healthy
96,37563,34,56,3,71,36,Healthy
86,97675,102,30,3,76,29,Critical
70,46370,127,2,9,28,37,Healthy
85,15062,69,52,1,93,37,Healthy
65,54645,176,2,7,75,29,Minor Issue
44,17244,40,25,7,66,37,Healthy
91,16372,179,49,8,22,52,Minor Issue
114,95501,80,16,6,21,16,Minor Issue
93,74471,141,59,8,73,51,Critical
72,26956,31,9,1,56,7,Healthy
89,50473,116,1,1,75,4,Healthy
77,23894,167,23,9,50,39,Minor Issue
66,79586,63,10,4,31,12,Minor Issue
54,26709,48,23,3,77,25,Healthy
100,91258,87,34,6,86,36,Critical
60,25210,48,22,9,45,46,Healthy
85,59510,61,31,4,97,36,Healthy
108,48674,140,22,9,31,45,Healthy
45,27733,78,33,5,35,34,Healthy
77,30080,184,40,7,72,48,Healthy
101,63412,18,18,3,91,21,Healthy
101,68971,155,1,3,68,5,Minor Issue
117,49709,28,59,3,68,31,Healthy
113,69846,80,50,8,26,51,Minor Issue
85,75480,180,1,6,34,28,Critical
52,62960,16,14,9,55,45,Healthy
42,51152,77,55,9,91,79,Healthy
45,37250,186,20,8,93,49,Minor Issue
47,95765,137,34,1,34,21,Critical
83,58137,26,4,6,81,26,Healthy
72,92011,28,42,4,37,41,Healthy
114,56412,105,26,4,65,16,Healthy
116,53876,77,23,3,80,22,Healthy
89,83664,164,6,9,62,31,Minor Issue
50,60227,9,5,2,63,18,Healthy
67,42450,175,45,1,85,34,Minor Issue
109,94433,51,32,3,74,13,Healthy
80,83704,76,57,4,98,52,Healthy
55,16861,122,48,4,58,32,Healthy
107,71914,185,16,6,24,28,Critical
87,73888,32,45,1,76,25,Healthy
95,89286,195,41,1,34,16,Critical
103,71293,57,29,2,35,13,Healthy
98,92524,54,7,4,76,11,Minor Issue
101,78515,116,39,7,44,41,Minor Issue
115,33524,144,45,6,41,36,Healthy
50,17065,62,6,9,50,33,Healthy
57,47684,84,5,7,53,19,Healthy
58,98720,56,3,5,35,15,Minor Issue
94,43365,23,0,6,89,27,Healthy
65,68876,17,14,9,78,38,Healthy
45,33704,166,30,1,34,23,Minor Issue
43,67857,158,24,9,32,38,Minor Issue
68,15622,186,46,6,43,48,Healthy
98,93797,78,32,4,32,32,Minor Issue
56,97700,22,51,5,84,58,Healthy
82,89332,108,34,1,55,22,Critical
119,76201,17,54,7,68,55,Healthy
105,42694,15,4,8,67,20,Healthy
73,99766,114,4,5,62,16,Minor Issue
47,32995,48,35,2,25,21,Healthy
52,90141,160,16,8,87,42,Critical
47,92999,113,52,7,33,51,Critical
104,18419,168,51,9,49,60,Healthy
82,57952,97,13,4,27,28,Healthy
78,43837,185,57,9,73,68,Minor Issue
98,80799,186,28,4,85,36,Critical
83,58877,91,7,3,23,2,Minor Issue
48,55687,16,33,3,93,34,Healthy
76,47276,156,39,2,79,31,Healthy
113,44523,98,0,3,72,6,Healthy
75,76055,111,28,8,93,55,Healthy
67,64615,1,35,8,34,41,Minor Issue
81,20514,41,50,2,20,32,Healthy
82,57456,48,36,2,41,12,Healthy
81,17233,159,28,2,34,21,Healthy
105,11102,164,4,7,93,28,Minor Issue
94,76133,108,52,6,41,46,Minor Issue
111,56715,161,31,1,69,19,Critical
87,95193,161,59,2,67,37,Critical
61,16256,103,51,1,92,31,Healthy
66,74800,128,23,7,70,33,Critical
106,51548,151,18,6,36,20,Critical
52,82090,188,11,2,70,8,Minor Issue
84,88200,30,51,2,56,28,Healthy
49,52367,45,0,2,68,4,Healthy
48,99922,80,6,8,78,32,Minor Issue
93,80382,39,16,7,29,28,Healthy
66,36205,45,33,1,49,15,Healthy
73,35570,78,42,4,40,31,Healthy
40,40255,81,6,4,53,15,Healthy
71,31182,140,16,7,92,38,Healthy
110,49373,93,58,2,69,31,Healthy
106,53019,32,2,4,95,11,Healthy
59,72619,184,28,1,66,25,Critical
74,26043,24,21,4,25,17,Healthy
117,55532,116,37,1,69,14,Healthy
56,75936,13,53,2,82,40,Healthy
57,29239,148,42,2,31,25,Healthy
84,20416,79,28,3,60,11,Healthy
92,13412,56,49,8,50,54,Healthy
107,91976,53,49,6,21,46,Minor Issue
104,34406,68,53,6,35,45,Healthy
40,11875,182,41,9,20,59,Healthy
97,47066,34,4,8,23,26,Healthy
65,15752,28,29,2,66,20,Healthy
59,96753,50,22,6,84,46,Healthy
49,88025,130,54,1,71,39,Critical
98,11353,111,20,9,66,42,Healthy
114,36986,94,55,4,96,40,Healthy
80,96907,154,25,4,69,20,Minor Issue
44,24691,179,53,9,64,59,Healthy
104,79847,47,46,3,61,38,Minor Issue
56,58075,26,20,5,75,39,Healthy
61,20794,84,19,1,90,19,Healthy
80,78470,106,22,6,76,34,Critical
107,26406,92,3,3,52,11,Healthy
108,85930,120,20,1,47,16,Minor Issue
50,36872,75,20,6,63,27,Healthy
95,51708,122,0,2,75,13,Healthy
90,30800,189,14,8,63,31,Minor Issue
60,53397,151,16,2,92,25,Minor Issue
115,47909,165,50,4,53,32,Minor Issue
65,31352,41,13,3,33,20,Healthy
58,25438,52,58,9,87,62,Healthy
99,98921,82,18,2,48,18,Critical
110,54999,177,49,3,98,41,Minor Issue
86,28482,155,59,7,36,47,Healthy
110,42471,134,33,4,28,31,Minor Issue
65,57279,74,5,6,46,17,Healthy
79,64213,66,44,3,68,41,Healthy
44,23026,24,48,1,98,38,Healthy
60,95184,166,5,6,56,17,Critical
117,15435,28,52,4,47,33,Healthy
43,18493,156,53,2,69,60,Healthy
62,82227,117,4,7,74,39,Minor Issue
54,69321,114,6,5,23,16,Minor Issue
47,12763,194,32,6,38,41,Healthy
80,30389,61,12,6,56,31,Healthy
58,41498,174,50,9,23,51,Minor Issue
85,73755,69,53,2,56,39,Healthy
67,45825,114,0,6,70,26,Healthy
107,26934,75,12,9,51,34,Healthy
54,15574,171,42,4,64,47,Healthy
76,48179,59,26,6,31,32,Healthy
40,11587,130,6,7,60,35,Healthy
106,52782,15,51,1,75,32,Healthy
63,64412,105,2,5,99,14,Minor Issue
66,70561,165,57,4,33,49,Critical
79,87224,199,24,2,73,27,Critical
102,14409,148,32,2,82,23,Healthy
100,81319,98,39,2,84,22,Healthy
75,36751,35,16,7,77,38,Healthy
63,48174,162,44,4,40,39,Minor Issue
63,66572,31,13,6,23,26,Healthy
43,71416,127,36,7,92,51,Critical
106,22041,19,57,9,65,66,Healthy
73,33227,196,55,2,31,37,Minor Issue
96,45201,24,53,9,49,56,Healthy
88,46069,84,22,5,79,21,Healthy
92,92190,167,58,6,90,53,Critical
62,36370,92,23,6,84,41,Healthy
108,21586,182,28,3,33,18,Minor Issue
92,60231,167,37,7,63,48,Critical
101,15322,145,58,7,45,46,Healthy
80,75294,147,53,8,35,50,Critical
96,89468,118,26,5,26,20,Critical
99,39299,176,37,2,51,25,Healthy
93,80793,163,52,3,35,44,Critical
109,56501,160,39,9,97,64,Critical
96,67134,175,44,6,81,51,Minor Issue
49,19777,47,49,8,49,47,Healthy
79,21249,192,22,8,90,38,Healthy
46,31390,174,30,5,31,18,Minor Issue
77,30369,103,35,1,86,26,Healthy
100,22881,121,16,6,65,35,Healthy
42,19587,163,36,7,62,52,Healthy
90,84327,94,2,9,74,22,Minor Issue
86,97911,145,35,2,64,32,Critical
107,98147,42,54,2,79,42,Minor Issue
115,17833,111,4,1,90,11,Healthy
77,57013,29,45,5,99,52,Healthy
75,73620,198,14,2,51,10,Critical
80,25754,124,51,3,27,26,Healthy
108,88113,17,48,2,96,40,Healthy
52,96784,14,5,4,81,23,Minor Issue
97,45282,152,58,3,94,35,Minor Issue
89,46737,185,9,9,39,27,Minor Issue
69,34124,50,53,2,37,30,Healthy
101,80102,57,31,7,25,39,Healthy
64,12196,189,22,3,48,22,Minor Issue
66,71527,104,47,8,23,50,Minor Issue
90,95395,39,16,4,90,21,Healthy
117,21345,183,45,4,62,29,Critical
96,44077,96,19,9,53,43,Healthy
86,76400,36,43,3,90,33,Healthy
78,22055,114,40,7,52,51,Healthy
55,95283,37,14,1,34,2,Healthy
61,54484,14,43,7,59,47,Healthy
93,87514,155,45,2,24,36,Critical
60,45771,123,57,6,97,60,Healthy
111,67654,83,21,9,69,37,Minor Issue
55,56540,159,49,6,85,50,Critical
98,93151,73,51,3,73,34,Critical
70,39377,102,5,1,99,11,Healthy
81,59573,81,3,4,65,18,Minor Issue
113,52733,83,57,4,99,48,Healthy
71,21760,44,22,8,30,36,Healthy
98,35762,68,43,7,68,50,Healthy
73,60986,48,44,7,42,40,Healthy
48,44332,57,18,7,74,39,Healthy
50,50100,75,53,2,24,38,Healthy
49,14944,22,44,9,83,62,Healthy
56,58825,132,30,6,54,36,Minor Issue
107,23877,46,43,2,88,27,Healthy
87,39990,187,51,1,73,26,Critical
91,65283,162,2,1,22,5,Critical
64,13258,11,27,1,25,15,Healthy
60,41629,31,2,4,75,14,Healthy
104,47579,139,13,4,21,10,Healthy
102,32958,120,17,9,57,32,Healthy
90,49465,56,26,1,75,14,Healthy
75,95853,38,50,3,24,41,Minor Issue
105,25775,21,59,3,65,44,Healthy
54,86575,110,9,8,30,35,Minor Issue
78,44207,94,48,2,84,41,Healthy
109,32553,138,14,6,29,32,Healthy
40,63632,154,18,4,60,26,Minor Issue
62,10055,136,8,6,63,23,Healthy
78,98697,8,3,5,52,18,Healthy
96,42873,188,14,9,75,41,Minor Issue
73,90720,72,50,9,31,57,Minor Issue
80,76205,119,47,1,21,21,Healthy
112,88199,34,7,3,20,6,Healthy
52,35318,144,48,1,84,38,Minor Issue
109,43734,105,52,6,52,48,Minor Issue
45,92227,141,0,3,95,6,Critical
91,28522,87,6,1,55,0,Healthy
42,21656,150,52,6,40,55,Minor Issue
102,25893,155,30,5,55,28,Healthy
88,26493,64,17,8,45,45,Healthy
115,13632,2,11,2,66,15,Healthy
86,98648,109,47,8,20,43,Minor Issue
94,71779,26,29,5,57,36,Healthy
103,48452,83,32,8,33,48,Healthy
104,23266,107,58,4,65,42,Healthy
106,71607,69,46,4,61,36,Healthy
54,26940,97,6,4,26,12,Healthy
71,34003,30,27,6,74,31,Healthy
107,44815,8,48,4,75,47,Healthy
57,40869,38,2,9,95,23,Healthy
82,59297,189,42,9,82,53,Critical
74,70107,81,5,3,43,8,Minor Issue
117,92793,108,30,7,92,40,Minor Issue
97,26682,65,37,5,23,26,Healthy
72,29622,67,14,9,61,45,Healthy
53,40408,174,6,2,89,5,Minor Issue
73,18837,90,42,3,47,23,Healthy
100,74210,95,29,5,59,31,Minor Issue
43,25407,72,26,5,70,29,Healthy
98,39309,43,16,7,48,30,Healthy
68,81918,187,54,8,61,55,Minor Issue
45,28895,46,17,8,88,46,Healthy
88,96912,125,21,1,24,5,Critical
79,10370,163,55,1,60,41,Healthy
104,10486,39,52,3,80,42,Healthy
108,33762,51,25,1,74,11,Healthy
66,36613,4,50,1,47,34,Healthy
119,13196,121,26,8,60,38,Healthy
45,86349,80,39,1,28,29,Minor Issue
52,74839,77,23,9,48,47,Minor Issue
103,51916,179,51,2,97,38,Critical
101,18572,133,7,9,57,31,Healthy
58,38225,55,20,7,81,43,Healthy
115,55853,20,28,9,73,49,Healthy
119,59390,152,42,3,71,31,Healthy
82,42275,164,20,1,53,15,Minor Issue
113,82379,34,2,1,56,3,Healthy
59,11105,122,30,6,68,47,Healthy
107,69896,109,54,7,61,59,Minor Issue
83,53209,126,26,9,33,47,Healthy
62,52487,54,45,6,52,44,Healthy
41,28051,162,26,5,36,26,Healthy
61,87400,145,8,2,94,17,Critical
96,76961,133,56,2,51,38,Critical
111,70156,89,32,8,98,43,Minor Issue
46,67175,146,32,1,87,20,Minor Issue
117,16849,183,25,8,58,45,Healthy
95,28976,53,27,7,29,36,Healthy
106,66866,50,43,7,43,37,Healthy
55,57078,72,42,5,77,44,Healthy
90,41113,173,30,3,88,21,Minor Issue
119,25401,141,52,7,83,55,Healthy
111,22884,16,0,7,38,26,Healthy
51,94360,13,19,7,27,32,Minor Issue
92,47563,20,11,2,90,12,Healthy
114,44414,66,16,3,59,13,Healthy
44,26142,47,14,3,32,16,Healthy
66,81492,147,33,4,46,27,Critical
51,89464,173,49,9,21,64,Critical
56,85257,165,15,1,35,11,Minor Issue
45,86693,122,3,7,33,25,Minor Issue
44,45135,54,7,7,36,26,Healthy
96,82232,6,33,4,79,25,Healthy
67,37862,14,45,1,89,37,Healthy
117,15190,132,24,3,36,23,Minor Issue
108,80199,86,14,5,64,12,Minor Issue
98,14331,183,27,2,57,22,Minor Issue
72,62186,162,8,7,83,34,Minor Issue
101,54648,27,1,7,25,23,Healthy
89,38549,7,16,5,79,32,Healthy
58,91782,131,57,6,68,69,Minor Issue
108,35761,175,9,1,40,4,Minor Issue
105,13262,2,8,4,42,17,Healthy
86,61259,80,30,4,95,32,Healthy
78,82572,153,1,8,76,24,Critical
107,63472,60,23,2,83,21,Healthy
72,97858,24,18,1,48,16,Minor Issue
52,94667,15,16,7,46,35,Healthy
93,14677,95,42,6,25,31,Healthy
46,83508,142,48,5,40,38,Critical
118,90865,182,9,8,90,34,Critical
53,60617,134,49,2,60,35,Healthy
58,96029,81,54,2,99,45,Minor Issue
93,28595,18,27,9,24,43,Healthy
59,97459,20,37,1,34,22,Healthy
68,70148,115,47,6,40,45,Healthy
63,56926,190,27,3,77,27,Minor Issue
102,85271,40,58,5,23,47,Healthy
113,44457,39,49,8,88,57,Healthy
96,52531,180,51,7,26,44,Minor Issue
47,83263,32,49,4,54,44,Healthy
101,83300,124,0,8,55,18,Minor Issue
68,73171,108,59,2,34,41,Healthy
113,55771,27,2,7,21,14,Healthy
56,76354,110,14,5,76,31,Minor Issue
105,47289,180,51,6,24,42,Minor Issue
45,43892,97,9,3,90,26,Minor Issue
97,81196,191,20,7,51,38,Critical
108,48409,74,36,7,91,46,Healthy
67,44470,191,14,2,60,12,Minor Issue
101,28385,17,22,1,61,8,Healthy
80,33296,49,13,2,94,21,Healthy
108,71716,81,14,8,84,33,Minor Issue
80,99152,116,9,3,59,14,Critical
88,36382,23,55,4,57,41,Healthy
88,86675,98,8,8,61,23,Minor Issue
115,32419,72,43,3,56,35,Healthy
110,91238,141,38,6,75,39,Critical
42,49291,151,4,2,90,4,Minor Issue
49,22397,57,24,3,74,26,Healthy
74,67888,190,55,1,73,29,Critical
119,45169,182,41,9,41,51,Minor Issue
41,72182,148,56,4,46,50,Minor Issue
63,52249,86,25,6,66,43,Healthy
113,38341,180,7,7,57,15,Minor Issue
77,85603,23,21,2,58,24,Minor Issue
61,56144,105,51,8,34,58,Healthy
65,71772,163,24,9,85,41,Critical
82,89360,67,47,2,80,44,Minor Issue
94,23444,34,11,5,79,21,Healthy
78,55647,33,8,2,27,0,Minor Issue
68,20974,46,9,5,63,27,Healthy
59,48383,81,47,7,62,47,Minor Issue
80,91552,173,9,6,25,26,Critical
93,12956,147,8,4,46,13,Healthy
59,18077,87,25,2,64,20,Healthy
58,46490,15,34,7,42,36,Healthy
105,65612,123,26,9,32,34,Minor Issue
69,46159,121,59,1,87,41,Healthy
92,49710,78,30,3,83,19,Minor Issue
73,93536,66,18,7,44,35,Minor Issue
61,23806,39,42,9,71,55,Healthy
106,88345,18,37,5,67,33,Healthy
45,90391,198,5,7,80,33,Critical
118,16458,187,14,7,36,23,Critical
66,45524,160,28,4,59,36,Minor Issue
49,16853,21,46,5,94,39,Healthy
112,50477,168,44,2,88,35,Minor Issue
87,42222,27,53,8,45,55,Healthy
109,28320,2,4,1,99,1,Healthy
98,62243,97,13,2,75,17,Healthy
98,55615,39,52,3,59,40,Healthy
41,27352,56,1,7,87,30,Healthy
68,82833,107,22,6,27,28,Minor Issue
107,13203,127,43,7,92,45,Healthy
104,49267,13,51,5,64,38,Healthy
65,47941,126,45,4,36,44,Healthy
49,92809,184,18,7,60,40,Critical
92,35368,194,23,3,96,27,Minor Issue
118,87186,56,19,7,28,24,Minor Issue
98,40984,28,46,2,89,43,Healthy
61,51941,64,26,8,43,38,Healthy
90,82918,71,51,6,92,49,Minor Issue
87,62683,192,23,3,30,27,Critical
60,10801,184,16,3,54,19,Minor Issue
61,57965,169,24,5,48,39,Minor Issue
69,95269,119,45,3,27,35,Minor Issue
64,19969,100,54,6,36,48,Healthy
67,45969,41,30,2,90,26,Healthy
104,92269,4,27,8,31,33,Healthy
84,42449,185,49,9,98,65,Minor Issue
107,35705,158,58,7,69,61,Minor Issue
46,70303,88,27,3,43,28,Minor Issue
88,38363,84,21,4,56,24,Healthy
48,40720,46,55,2,97,39,Healthy
75,19972,184,58,9,30,67,Minor Issue
40,43351,159,4,5,78,27,Minor Issue
49,46145,88,53,2,74,42,Healthy
75,97948,7,43,6,46,42,Healthy
112,99614,77,41,7,86,46,Minor Issue
85,98116,182,7,2,79,6,Critical
71,66235,136,37,1,21,13,Minor Issue
71,24855,183,27,7,87,40,Minor Issue
45,46169,197,56,1,37,31,Minor Issue
87,56404,172,46,3,39,30,Minor Issue
77,29569,141,11,4,82,18,Healthy
56,64437,93,56,2,97,44,Minor Issue
113,58506,20,24,7,91,35,Healthy
66,35738,78,37,5,21,19,Healthy
93,16772,160,43,1,61,27,Healthy
89,29731,188,14,8,47,32,Minor Issue
74,20131,178,43,7,48,52,Healthy
64,76324,27,40,4,88,39,Minor Issue
67,64097,120,50,2,47,40,Minor Issue
54,91720,25,52,7,79,57,Healthy
43,12889,52,33,2,24,26,Healthy
112,19569,196,59,6,34,44,Minor Issue
66,97193,21,44,1,92,38,Healthy
65,85677,18,12,7,51,36,Healthy
58,95192,39,7,7,71,39,Minor Issue
56,97154,15,58,4,56,46,Healthy
82,87470,53,12,4,34,19,Healthy
80,98822,38,35,5,60,29,Minor Issue
81,17612,176,5,2,23,0,Healthy
89,61644,52,37,9,72,54,Healthy
79,42069,72,31,4,46,28,Healthy
78,91741,28,20,9,40,33,Healthy
62,37331,144,43,3,79,38,Healthy
91,65897,118,43,9,83,61,Minor Issue
86,23934,144,48,1,90,33,Healthy
102,20095,35,58,7,66,61,Healthy
108,28706,145,6,4,73,10,Minor Issue
82,53516,99,25,7,50,41,Healthy
87,44629,52,14,6,36,22,Minor Issue
73,56910,140,55,4,69,52,Minor Issue
79,98540,83,48,4,26,31,Healthy
114,30431,48,41,8,47,47,Healthy
100,66733,22,22,7,29,31,Healthy
89,50088,123,51,4,46,42,Healthy
106,54135,127,37,6,32,34,Minor Issue
101,48015,177,40,6,85,45,Critical
97,41385,52,14,1,79,9,Healthy
72,80199,79,47,2,62,31,Minor Issue
114,48677,129,52,4,88,49,Healthy
55,22818,66,39,6,82,47,Healthy
87,98222,64,15,6,89,22,Minor Issue
49,73001,8,31,1,84,22,Healthy
77,33977,25,36,8,86,57,Healthy
58,59832,194,17,2,73,14,Minor Issue
75,50931,198,19,5,55,29,Critical
98,93990,94,45,4,90,36,Critical
102,88894,179,1,5,34,4,Critical
116,82204,181,54,5,94,50,Critical
85,55784,15,22,8,37,34,Healthy
42,19921,178,29,7,23,47,Healthy
113,44959,199,2,9,30,30,Critical
104,42328,122,45,1,25,28,Healthy
47,18859,75,38,6,70,51,Healthy
90,99506,104,46,6,77,50,Critical
112,84408,38,48,2,79,25,Minor Issue
45,94766,168,0,8,37,26,Critical
78,36708,194,40,6,98,50,Minor Issue
99,28847,115,21,9,86,41,Healthy
67,65989,39,28,5,36,31,Healthy
93,14922,108,13,7,53,31,Healthy
76,79928,17,47,6,49,51,Healthy
48,62335,135,27,5,38,28,Minor Issue
95,23541,118,20,6,28,29,Healthy
98,29551,39,44,4,59,39,Healthy
41,29381,196,31,3,63,26,Minor Issue
100,65673,35,5,1,78,2,Healthy
97,32948,51,53,1,44,30,Healthy
99,69072,47,0,6,90,27,Minor Issue
79,77560,36,20,9,72,40,Healthy
75,92249,64,56,8,67,62,Minor Issue
76,12486,95,3,2,90,16,Healthy
118,76691,105,2,9,72,37,Minor Issue
57,20082,13,48,8,68,59,Healthy
102,94105,146,29,9,62,34,Critical
61,17086,149,30,4,38,34,Minor Issue
50,77853,112,33,9,85,55,Critical
97,80027,65,18,2,53,9,Healthy
96,25916,8,19,1,92,18,Healthy
116,25248,48,22,9,73,49,Healthy
43,78047,85,53,8,20,58,Minor Issue
46,34226,43,58,7,74,53,Healthy
100,35025,181,39,8,34,52,Minor Issue
93,58380,85,24,1,34,12,Healthy
107,17848,155,14,9,42,36,Healthy
118,24274,19,37,9,85,50,Healthy
40,64545,23,22,9,65,49,Healthy
94,45233,115,51,6,28,48,Healthy
42,26304,50,1,4,85,22,Healthy
117,21294,179,56,2,85,38,Minor Issue
77,36425,43,56,4,37,39,Healthy
40,78711,99,14,7,36,33,Minor Issue
77,19425,104,51,1,91,39,Healthy
68,54990,116,43,9,53,52,Minor Issue
44,83746,51,34,3,88,29,Healthy
113,78295,106,9,4,83,23,Minor Issue
60,26091,112,13,5,63,34,Minor Issue
110,10002,197,26,3,48,20,Healthy
106,60411,169,53,4,81,46,Critical
86,50958,72,13,5,35,22,Healthy
74,30707,139,34,1,97,15,Minor Issue
107,25248,80,32,9,71,48,Healthy
108,81309,180,51,4,21,43,Critical
40,88322,151,0,9,80,29,Critical
107,61720,49,33,4,23,19,Healthy
51,25037,166,18,1,71,12,Minor Issue
99,77421,47,23,5,60,25,Healthy
66,91867,72,41,9,71,59,Minor Issue
95,50612,7,3,3,50,14,Healthy
62,98031,66,35,5,45,43,Critical
64,23450,77,12,3,46,19,Healthy
60,19491,62,57,3,70,37,Healthy
100,84804,157,31,1,67,10,Critical
102,16791,38,8,2,30,8,Healthy
91,38314,125,38,2,27,15,Healthy
64,61883,84,15,9,31,39,Healthy
94,97086,161,49,7,64,52,Critical
85,75629,29,2,8,53,23,Healthy
71,19967,114,51,2,96,27,Healthy
94,91754,79,19,9,91,43,Minor Issue
44,53220,23,9,3,66,20,Healthy
75,84163,106,55,2,40,33,Healthy
88,14947,131,57,1,60,29,Healthy
97,49419,101,57,9,94,66,Healthy
78,66131,173,21,8,41,29,Minor Issue
119,98714,8,47,4,40,37,Healthy
100,38876,86,2,7,47,25,Healthy
48,98444,117,10,3,86,10,Critical
45,29971,29,24,3,90,26,Healthy
74,72539,2,41,4,33,34,Healthy
78,59228,113,47,2,98,37,Healthy
61,84495,178,7,4,92,16,Critical
80,38261,65,8,3,71,7,Healthy
44,71260,108,14,8,62,35,Critical
81,91371,20,31,2,90,29,Minor Issue
115,94793,180,52,9,95,63,Critical
119,13346,37,2,3,38,6,Healthy
106,66176,72,3,4,46,16,Healthy
69,62300,27,29,3,37,19,Healthy
96,21340,175,12,3,32,9,Minor Issue
112,43012,123,43,8,20,43,Healthy
68,45393,134,20,8,53,24,Minor Issue
76,85133,188,40,6,32,41,Critical
52,35557,45,56,4,70,49,Healthy
71,74204,172,45,1,20,19,Critical
85,83273,83,18,4,47,25,Healthy
62,27276,146,38,8,51,53,Healthy
84,64639,120,47,6,91,51,Minor Issue
56,17310,65,21,2,74,12,Healthy
105,45167,25,19,3,45,11,Healthy
45,94880,27,36,7,33,46,Minor Issue
57,20391,135,30,4,87,32,Minor Issue
61,60621,172,9,4,82,20,Critical
72,20892,106,17,5,33,18,Healthy
69,86733,157,42,8,46,51,Critical
71,88586,44,38,7,60,53,Healthy
81,46142,107,45,9,22,54,Healthy
117,55679,36,19,5,78,29,Healthy
49,51615,147,17,1,42,17,Minor Issue
75,57553,6,10,4,37,14,Healthy
73,89071,153,21,6,93,34,Critical
112,51002,159,58,6,95,61,Critical
67,80658,9,43,9,60,60,Healthy
50,19852,165,17,5,27,30,Healthy
117,15387,155,57,5,51,45,Healthy
78,49994,13,33,6,60,37,Healthy
86,43725,41,22,6,64,30,Healthy
58,82682,128,0,3,97,21,Minor Issue
54,10560,66,54,6,28,50,Healthy
67,66565,85,9,8,67,39,Healthy
63,11312,24,52,6,43,57,Healthy
111,28205,44,0,5,63,17,Healthy
48,21595,106,37,3,77,39,Healthy
86,97566,98,38,1,85,34,Minor Issue
72,31329,60,48,5,37,38,Healthy
101,78187,9,8,6,99,23,Healthy
58,85542,130,30,6,48,31,Minor Issue
106,45645,56,6,6,94,15,Minor Issue
113,97502,158,16,3,21,10,Critical
79,97310,22,34,4,97,37,Healthy
86,79619,81,47,3,87,41,Minor Issue
104,43513,100,36,2,58,20,Healthy
68,18749,13,51,8,92,58,Healthy
89,40783,71,17,7,60,36,Healthy
52,70645,16,32,8,90,43,Healthy
40,92861,45,3,6,94,28,Healthy
73,63175,65,22,7,41,41,Healthy
87,94216,139,10,1,68,6,Minor Issue
116,72709,70,51,5,47,39,Healthy
87,27323,148,8,4,35,19,Minor Issue
88,60762,99,29,3,87,20,Minor Issue
103,98220,191,7,2,81,4,Critical
100,74222,101,39,9,55,46,Healthy
68,44493,105,4,8,41,31,Minor Issue
78,68328,140,11,2,30,0,Minor Issue
65,22213,190,0,6,99,30,Healthy
56,56930,94,14,3,61,19,Healthy
110,37713,42,24,3,74,26,Healthy
52,82723,83,17,5,92,37,Minor Issue
108,42583,197,37,7,54,37,Critical
65,89944,186,41,7,76,50,Critical
88,32369,133,45,1,53,25,Healthy
106,57928,105,52,7,92,53,Minor Issue
46,78950,155,25,7,96,41,Critical
97,29510,28,39,6,89,49,Healthy
88,22120,26,58,6,23,48,Healthy
92,15295,116,2,2,65,3,Healthy
104,30460,49,53,3,30,40,Healthy
101,24963,149,21,3,80,25,Healthy
56,87116,1,25,3,54,26,Healthy
82,97822,92,18,2,88,16,Minor Issue
64,37328,58,43,9,76,65,Healthy
42,94629,79,43,6,30,40,Minor Issue
118,31605,183,46,2,31,31,Critical
68,54813,81,59,3,62,48,Healthy
71,56371,26,38,6,38,34,Healthy
65,57598,153,58,4,96,52,Minor Issue
55,70776,77,35,7,87,42,Healthy
64,82258,161,20,6,97,34,Critical
93,50969,72,40,6,78,44,Healthy
67,46912,69,53,3,21,32,Healthy
